City_ID,City,Country,Date,Latitude,Longitude,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
232,Soyo,AO,4/12/2022 3:21,-6.1349,12.3689,25,88,93,1.94,overcast clouds
233,Avera,US,4/12/2022 3:21,33.194,-82.5271,17.03,55,100,2.66,overcast clouds
234,Nurota,UZ,4/12/2022 3:21,40.5614,65.6886,16.37,70,12,1.06,few clouds
235,Nikolskoye,RU,4/12/2022 3:21,59.7035,30.7861,-0.68,94,100,1.55,overcast clouds
236,Fes,MA,4/12/2022 3:21,34.0372,-4.9998,13.14,94,75,1.03,broken clouds
237,Pedernales,DO,4/12/2022 3:21,18.0384,-71.744,26.18,68,28,2.32,scattered clouds
238,Lakatoro,VU,4/12/2022 3:21,-16.0999,167.4164,29,68,23,0.8,few clouds
239,Itarema,BR,4/12/2022 3:21,-2.9248,-39.9167,24.99,88,100,2.71,overcast clouds
240,Guerrero Negro,MX,4/12/2022 3:21,27.9769,-114.0611,15.8,79,0,5.86,clear sky
241,Digha,IN,4/12/2022 3:21,21.6833,87.55,29.16,72,56,6.87,broken clouds
242,Khovd,MN,4/12/2022 3:21,48.0056,91.6419,1.23,29,7,0.94,clear sky
243,Rio Claro,BR,4/12/2022 3:21,-22.4114,-47.5614,20.8,88,100,0.9,overcast clouds
244,Deputatsky,RU,4/12/2022 3:21,69.3,139.9,-9.97,69,100,0.83,overcast clouds
245,Christchurch,NZ,4/12/2022 3:21,-43.5333,172.6333,15.22,80,20,5.66,few clouds
246,Dunedin,NZ,4/12/2022 3:21,-45.8742,170.5036,14.89,57,75,1.79,broken clouds
247,Conceição do Araguaia,BR,4/12/2022 3:21,-8.2578,-49.2647,23.9,92,16,1.67,few clouds
248,Djougou,BJ,4/12/2022 3:21,9.7085,1.666,25.41,74,88,4.6,overcast clouds
249,Höchst,AT,4/12/2022 3:21,47.4593,9.6405,4.66,75,100,1.03,overcast clouds
250,Zyryanka,RU,4/12/2022 3:21,65.75,150.85,-8.84,76,7,5.12,clear sky
251,Calabozo,VE,4/12/2022 3:21,8.9242,-67.4293,30.3,45,94,5.44,overcast clouds
252,Kushima,JP,4/12/2022 3:21,31.4583,131.2333,23.83,76,54,1.93,broken clouds
253,Russell,US,4/12/2022 3:21,32.3502,-85.1999,16.43,81,40,3.09,scattered clouds
254,Masinigudi,IN,4/12/2022 3:21,11.5667,76.6667,25.45,65,100,1.05,overcast clouds
255,Shenjiamen,CN,4/12/2022 3:21,29.9576,122.298,18.29,90,84,4.55,broken clouds
256,Lacombe,CA,4/12/2022 3:21,52.4668,-113.7353,-5.76,54,86,6.39,overcast clouds
257,Novosergiyevka,RU,4/12/2022 3:21,52.0934,53.6528,6.73,83,14,3.17,few clouds
258,Freeport,US,4/12/2022 3:19,40.6576,-73.5832,9.57,69,100,8.23,overcast clouds
259,Caravelas,BR,4/12/2022 3:21,-17.7125,-39.2481,24.11,85,0,0.48,clear sky
260,Davila,PH,4/12/2022 3:21,18.4726,120.5763,29.99,70,86,3.67,overcast clouds
261,Belogorsk,RU,4/12/2022 3:21,50.9158,128.4611,3.18,54,70,4.59,broken clouds
262,Alice Springs,AU,4/12/2022 3:19,-23.7,133.8833,35.75,15,40,6.17,scattered clouds
263,Denham Springs,US,4/12/2022 3:21,30.4869,-90.9562,19.89,94,75,2.57,broken clouds
264,Nishihara,JP,4/12/2022 3:21,26.1842,127.7558,24.06,85,20,4.12,few clouds
265,Padang,ID,4/12/2022 3:21,-0.9492,100.3543,30.03,63,48,1.56,scattered clouds
266,Chapada dos Guimarães,BR,4/12/2022 3:21,-15.4606,-55.7497,21.81,64,93,1.39,overcast clouds
267,Žalec,SI,4/12/2022 3:21,46.2515,15.1648,4,72,57,0.45,broken clouds
268,Sangar,RU,4/12/2022 3:21,63.9242,127.4739,-4.21,78,45,1.21,scattered clouds
269,Tasiilaq,GL,4/12/2022 3:22,65.6145,-37.6368,-7.91,83,100,2.16,overcast clouds
270,Swan Hill,AU,4/12/2022 3:18,-35.3378,143.5544,21.17,27,29,4.26,scattered clouds
271,Hualmay,PE,4/12/2022 3:22,-11.0964,-77.6139,19.62,87,20,5.05,few clouds
272,Nioro,GM,4/12/2022 3:22,13.35,-15.75,24.23,41,35,2.54,scattered clouds
273,Palizada,MX,4/12/2022 3:22,18.25,-92.0833,28.94,57,9,5.15,clear sky
274,Coquimbo,CL,4/12/2022 3:22,-29.9533,-71.3436,11.85,93,3,1.54,clear sky
275,Husavik,IS,4/12/2022 3:22,66.0449,-17.3389,-2.45,94,92,2.75,overcast clouds
276,Pochutla,MX,4/12/2022 3:22,15.7432,-96.4661,27.12,72,18,2.5,few clouds
277,Cayenne,GF,4/12/2022 3:22,4.9333,-52.3333,27.27,1,75,3.13,broken clouds
278,Mgandu,TZ,4/12/2022 3:22,-5.95,34.1333,14.39,97,71,2.4,broken clouds
279,Raja,SS,4/12/2022 3:22,8.4596,25.678,25.51,60,94,2.12,overcast clouds
280,Karasjok,NO,4/12/2022 3:17,69.4719,25.5112,-1.09,86,100,9.85,overcast clouds
281,San Patricio,US,4/12/2022 3:22,28.017,-97.5169,23.35,91,100,6.1,overcast clouds
282,Wuda,CN,4/12/2022 3:22,39.4994,106.7117,11.35,21,8,5.81,clear sky
283,Lac du Bonnet,CA,4/12/2022 3:22,50.2536,-96.0612,-2.49,83,27,2.14,scattered clouds
284,Siniscola,IT,4/12/2022 3:22,40.5719,9.6922,3.75,85,56,3.06,broken clouds
285,Ostrovnoy,RU,4/12/2022 3:22,68.0531,39.5131,-0.8,87,74,10.09,broken clouds
286,Yenagoa,NG,4/12/2022 3:22,4.9247,6.2642,23.91,95,100,2.87,moderate rain
287,Daru,PG,4/12/2022 3:22,-9.0763,143.2092,30,76,96,3.96,overcast clouds
288,Sur,OM,4/12/2022 3:22,22.5667,59.5289,30.71,32,0,2.81,clear sky
289,Port Hardy,CA,4/12/2022 3:22,50.6996,-127.4199,7.1,53,75,5.66,broken clouds
290,Paducah,US,4/12/2022 3:22,37.0834,-88.6001,15.06,94,100,2.57,overcast clouds
291,Ixtapa,MX,4/12/2022 3:22,20.7,-105.2,23.57,83,20,3.09,few clouds
292,Elizabeth City,US,4/12/2022 3:22,36.2946,-76.2511,18.04,56,0,6.69,clear sky
293,Bucine,IT,4/12/2022 3:22,43.4764,11.6148,4.65,88,69,1.16,broken clouds
294,Awjilah,LY,4/12/2022 3:22,29.1081,21.2869,13.71,49,0,4.56,clear sky
295,Sept-Îles,CA,4/12/2022 3:22,50.2001,-66.3821,-0.71,74,75,1.03,broken clouds
296,Mamakan,RU,4/12/2022 3:22,57.8161,114.0028,0.22,74,84,0.11,broken clouds
297,Aleksandrov Gay,RU,4/12/2022 3:22,50.147,48.5704,11.26,83,44,4.36,scattered clouds
298,El Tocuyo,VE,4/12/2022 3:22,9.7873,-69.7937,22.83,80,45,0.93,scattered clouds
299,Antalaha,MG,4/12/2022 3:22,-14.9003,50.2788,24.65,79,38,4.47,scattered clouds
300,Ambon City,ID,4/12/2022 3:22,-3.6954,128.1814,31.08,66,40,1.03,moderate rain
301,Nome,US,4/12/2022 3:18,64.5011,-165.4064,1.04,69,0,3.09,clear sky
302,Dicabisagan,PH,4/12/2022 3:22,17.0818,122.4157,26.89,82,89,3.11,overcast clouds
303,Maragogi,BR,4/12/2022 3:22,-9.0122,-35.2225,24.77,77,100,1.55,overcast clouds
304,Egvekinot,RU,4/12/2022 3:22,66.3167,-179.1667,-14.41,84,100,5.21,overcast clouds
305,Moose Factory,CA,4/12/2022 3:22,51.2585,-80.6094,4.99,65,100,8.23,overcast clouds
306,Grindavik,IS,4/12/2022 3:22,63.8424,-22.4338,4.26,70,0,8.23,clear sky
307,Asău,RO,4/12/2022 3:22,46.4333,26.4,-0.49,89,26,2.21,scattered clouds
308,Lüderitz,NA,4/12/2022 3:22,-26.6481,15.1594,19.43,54,0,2.19,clear sky
309,Vuktyl,RU,4/12/2022 3:22,63.8567,57.3094,3.02,99,100,4.45,overcast clouds
310,Palmer,US,4/12/2022 3:22,42.1584,-72.3287,9.97,46,100,3.6,overcast clouds
311,Sjenica,RS,4/12/2022 3:22,43.2731,19.9994,-0.65,70,0,0.97,clear sky
312,Caxito,AO,4/12/2022 3:22,-8.5785,13.6643,23.21,97,95,1.41,overcast clouds
313,Haines Junction,CA,4/12/2022 3:22,60.7522,-137.5108,-4.03,46,100,2.06,overcast clouds
314,Bogorodskoye,RU,4/12/2022 3:22,56.55,37.8833,1.39,99,100,3.63,light snow
315,Ogbomosho,NG,4/12/2022 3:22,8.133,4.25,24.5,89,98,3.96,overcast clouds
316,Rurrenabaque,BO,4/12/2022 3:22,-14.4413,-67.5278,22.97,96,27,0.63,scattered clouds
317,Linxia Chengguanzhen,CN,4/12/2022 3:22,35.6003,103.2064,10.68,38,0,2.33,clear sky
318,Baghmara,IN,4/12/2022 3:22,23.795,86.2085,29.27,63,75,2.34,broken clouds
319,Saint-François,FR,4/12/2022 3:22,46.4154,3.9054,9.69,53,0,3.6,clear sky
320,Kemin,KG,4/12/2022 3:22,42.7846,75.6892,18.04,46,100,3.17,moderate rain
321,Biak,ID,4/12/2022 3:22,-0.9131,122.8766,29.3,60,55,1.33,broken clouds
322,Kaka,TM,4/12/2022 3:22,37.3482,59.6143,18.04,55,1,1.7,clear sky
323,Lerwick,GB,4/12/2022 3:22,60.1545,-1.1494,5,73,100,8.74,overcast clouds
324,Salair,RU,4/12/2022 3:22,54.2312,85.7972,0.68,68,14,3.11,few clouds
325,Nhlangano,SZ,4/12/2022 3:22,-27.1167,31.2,11.24,96,0,1.68,clear sky
326,Hervey Bay,AU,4/12/2022 3:22,-25.2986,152.8535,27.79,69,15,2.24,few clouds
327,Ojinaga,MX,4/12/2022 3:22,29.5667,-104.4167,28.53,14,0,3.6,clear sky
328,Montepuez,MZ,4/12/2022 3:22,-13.1256,38.9997,19.31,99,47,1.86,scattered clouds
329,Mana,GF,4/12/2022 3:22,5.6592,-53.7767,24.77,89,82,4.24,broken clouds
330,Ulladulla,AU,4/12/2022 3:22,-35.35,150.4667,19.32,64,99,3.81,overcast clouds
331,Pavlodar,KZ,4/12/2022 3:22,52.3,76.95,5.89,36,0,8,clear sky
332,Carnarvon,AU,4/12/2022 3:22,-24.8667,113.6333,24.04,38,0,7.2,clear sky
333,Moramanga,MG,4/12/2022 3:22,-18.9333,48.2,17.08,98,100,2.75,light rain
334,Klyuchevskiy,RU,4/12/2022 3:22,53.5317,119.4519,1.61,41,92,1.32,overcast clouds
335,Aksarka,RU,4/12/2022 3:22,66.5606,67.7975,1.43,100,100,4.66,overcast clouds
336,Yanam,IN,4/12/2022 3:22,16.7333,82.2167,32.36,55,23,1.45,few clouds
337,Umluj,SA,4/12/2022 3:22,25.0213,37.2685,23.91,65,2,3.46,clear sky
338,Laas,IT,4/12/2022 3:22,46.6166,10.7002,4.72,66,80,0.32,broken clouds
339,Verāval,IN,4/12/2022 3:22,20.9,70.3667,28.49,66,73,3.57,broken clouds
340,Clyde River,CA,4/12/2022 3:19,70.4692,-68.5914,-24.87,84,0,2.57,clear sky
341,Muli,MV,4/12/2022 3:22,2.9167,73.5667,29,73,17,4.89,few clouds
342,Ambulu,ID,4/12/2022 3:22,-8.345,113.6058,29.01,64,85,1.56,overcast clouds
343,Ürümqi,CN,4/12/2022 3:20,43.801,87.6005,10.53,26,0,2,clear sky
344,Strezhevoy,RU,4/12/2022 3:22,60.7333,77.5889,-0.46,96,96,1.9,overcast clouds
345,Kota Tinggi,MY,4/12/2022 3:22,1.7381,103.8999,30.11,60,61,1.18,broken clouds
346,Osvaldo Cruz,BR,4/12/2022 3:22,-21.7967,-50.8786,20.06,90,22,3.09,few clouds
347,Skibbereen,IE,4/12/2022 3:22,51.55,-9.2667,11.17,97,89,3.37,light rain
348,Barreirinha,BR,4/12/2022 3:22,-2.7933,-57.07,23.25,98,100,0.91,overcast clouds
349,Amapá,BR,4/12/2022 3:22,1,-52,22.29,99,100,1.19,overcast clouds
350,Vanavara,RU,4/12/2022 3:22,60.34,102.2797,-0.36,72,75,0.7,broken clouds
351,Plettenberg Bay,ZA,4/12/2022 3:22,-34.0527,23.3716,19.72,62,0,2.1,clear sky
352,Boda,CF,4/12/2022 3:22,4.3189,17.4695,21.32,79,27,0.4,scattered clouds
353,Beeville,US,4/12/2022 3:21,28.4008,-97.7483,23.32,88,100,4.12,overcast clouds
354,Dandong,CN,4/12/2022 3:22,40.1292,124.3947,11.55,73,100,7.05,overcast clouds
355,Virginia Beach,US,4/12/2022 3:19,36.8529,-75.978,15.95,70,100,4.12,overcast clouds
356,Codrington,AU,4/12/2022 3:22,-38.2667,141.9667,16.32,49,47,5.12,scattered clouds
357,Ahipara,NZ,4/12/2022 3:22,-35.1667,173.1667,16.56,90,100,5.79,moderate rain
358,Xingyi,CN,4/12/2022 3:22,24.1877,102.817,20.92,45,77,5.31,broken clouds
359,Tefé,BR,4/12/2022 3:22,-3.3542,-64.7114,23.49,98,100,0.94,moderate rain
360,Ploufragan,FR,4/12/2022 3:22,48.4914,-2.7946,12.5,89,100,6.17,light rain
361,Am Timan,TD,4/12/2022 3:22,11.0297,20.2827,29.67,41,43,2.97,scattered clouds
362,Mossamedes,AO,4/12/2022 3:22,-15.1961,12.1522,24.81,74,89,3.45,overcast clouds
363,Ferkessédougou,CI,4/12/2022 3:22,9.6,-5.2,26.09,69,100,3.79,overcast clouds
364,Mandan,US,4/12/2022 3:22,46.8267,-100.8896,4.21,44,100,3.6,overcast clouds
365,Salalah,OM,4/12/2022 3:22,17.0151,54.0924,26.05,83,0,0.51,clear sky
366,Chateaubelair,VC,4/12/2022 3:22,13.2833,-61.25,25.05,78,49,5.54,scattered clouds
367,Banamba,ML,4/12/2022 3:22,13.55,-7.45,29.32,38,60,3.07,broken clouds
368,Campbell River,CA,4/12/2022 3:22,50.0163,-125.2446,5.74,52,40,0,scattered clouds
369,Santa Lucía,ES,4/12/2022 3:22,27.9117,-15.5407,13.61,71,75,5.66,broken clouds
370,Sukhobezvodnoye,RU,4/12/2022 3:22,57.0491,44.8891,5.87,95,100,2.82,overcast clouds
371,Oistins,BB,4/12/2022 3:21,13.0667,-59.5333,26.05,73,75,8.23,broken clouds
372,Mnogovershinnyy,RU,4/12/2022 3:22,53.9353,139.9242,-3.17,94,100,6.9,light snow
373,Santa Rosa,PH,4/12/2022 3:22,14.3122,121.1114,29.36,71,100,1.41,overcast clouds
374,Portsmouth,GB,4/12/2022 3:21,50.799,-1.0913,10.81,85,100,3.13,overcast clouds
375,Kearney,US,4/12/2022 3:22,40.6995,-99.0815,10.8,33,0,7.2,clear sky
376,Narwar,IN,4/12/2022 3:22,25.65,77.9,33.96,13,100,6.65,overcast clouds
377,San Luis,AR,4/12/2022 3:21,-33.295,-66.3356,11.89,49,3,4.33,clear sky
378,Kalmunai,LK,4/12/2022 3:22,7.4167,81.8167,27.65,72,99,0.9,overcast clouds
379,Saint-Pierre,RE,4/12/2022 3:22,-21.3393,55.4781,22.81,91,75,10.8,broken clouds
380,Northam,GB,4/12/2022 3:22,51.0333,-4.2167,9.75,95,99,1.63,moderate rain
381,Tomatlán,MX,4/12/2022 3:22,19.9333,-105.25,22.54,77,71,1.01,broken clouds
382,Ponta Porã,BR,4/12/2022 3:22,-22.5361,-55.7256,23.74,65,6,4.82,light rain
383,Yerbogachën,RU,4/12/2022 3:22,61.2767,108.0108,-0.69,81,21,0.7,few clouds
384,Kruisfontein,ZA,4/12/2022 3:22,-34.0033,24.7314,16.75,81,98,1.89,overcast clouds
385,Margate,GB,4/12/2022 3:22,51.3813,1.3862,8.94,84,100,1.34,overcast clouds
386,Āsosa,ET,4/12/2022 3:22,10.0667,34.5333,18.77,69,99,0.95,overcast clouds
387,Arrondissement de Saint-Denis,FR,4/12/2022 3:22,48.9167,2.3333,11.93,74,0,4.63,clear sky
388,Yakima,US,4/12/2022 3:22,46.4665,-120.6678,2.81,84,75,1.54,broken clouds
389,Canmore,CA,4/12/2022 3:22,51.0834,-115.3521,-5.59,45,100,3.09,light snow
390,College,US,4/12/2022 3:20,64.8569,-147.8028,4.11,42,0,5.14,clear sky
391,Phulpur,IN,4/12/2022 3:22,25.55,82.1,33.68,16,96,3.82,overcast clouds
392,Manuk Mangkaw,PH,4/12/2022 3:22,4.8,119.85,28.23,71,14,0.31,few clouds
393,Santa Luzia,BR,4/12/2022 3:22,-19.7697,-43.8514,22.19,78,0,1.54,clear sky
394,City of San Pedro,PH,4/12/2022 3:22,14.35,121.0167,28.93,76,75,3.6,broken clouds
395,Sandakan,MY,4/12/2022 3:22,5.8402,118.1179,30.82,70,20,2.57,few clouds
396,Nieuw Amsterdam,SR,4/12/2022 3:22,5.8833,-55.0833,25.09,91,89,4.05,overcast clouds
397,Pareora,NZ,4/12/2022 3:22,-44.4871,171.2132,11.77,97,100,4.7,overcast clouds
398,Dalbandin,PK,4/12/2022 3:22,28.8947,64.4101,26.95,10,0,2.11,clear sky
399,Lodja,CD,4/12/2022 3:22,-3.4833,23.4333,19.98,96,83,0.32,broken clouds
400,Iqaluit,CA,4/12/2022 3:22,63.7506,-68.5145,-14.61,92,40,1.03,scattered clouds
401,Tuatapere,NZ,4/12/2022 3:22,-46.1333,167.6833,13.88,51,46,4.17,scattered clouds
402,Okha,RU,4/12/2022 3:22,53.5739,142.9478,-0.89,76,100,7.7,overcast clouds
403,Lavrentiya,RU,4/12/2022 3:22,65.5833,-171,-3.68,89,100,5.11,overcast clouds
404,Thinadhoo,MV,4/12/2022 3:22,0.5333,72.9333,28.87,68,38,4.94,scattered clouds
405,Morón,AR,4/12/2022 3:22,-34.6534,-58.6198,14.27,93,0,2.09,clear sky
406,Quatre Cocos,MU,4/12/2022 3:22,-20.2078,57.7625,24.49,75,87,7.69,overcast clouds
407,Cuenca,EC,4/12/2022 3:22,-2.8833,-78.9833,15.07,82,100,1.03,overcast clouds
408,Beringovskiy,RU,4/12/2022 3:22,63.05,179.3167,-1.85,86,100,5.14,overcast clouds
409,Agadez,NE,4/12/2022 3:22,19.75,10.25,27.06,8,0,3.53,clear sky
410,Ashington,GB,4/12/2022 3:22,50.9331,-0.3909,10.31,78,100,4.02,overcast clouds
411,Haimen,CN,4/12/2022 3:22,23.1935,116.6142,29.94,61,0,2.21,clear sky
412,Byron Bay,AU,4/12/2022 3:19,-28.65,153.6167,24.97,78,41,7.21,scattered clouds
413,Chardara,KZ,4/12/2022 3:22,41.2547,67.9692,18.67,56,0,4.6,clear sky
414,Rio Grande,BR,4/12/2022 3:21,-32.035,-52.0986,19.41,90,82,3.8,broken clouds
415,Sulangan,PH,4/12/2022 3:22,11.1373,123.7228,25.23,91,100,13.49,heavy intensity rain
416,Nanyamba,TZ,4/12/2022 3:22,-10.6833,39.8333,20.99,99,44,1.81,scattered clouds
417,Verkhnyaya Inta,RU,4/12/2022 3:22,65.9811,60.3094,2.44,100,100,3.02,overcast clouds
418,Port Victoria,KE,4/12/2022 3:20,0.0939,33.9756,20.67,81,96,4.13,light rain
419,Jutaí,BR,4/12/2022 3:22,-5.1833,-68.9,22.94,95,94,0.73,overcast clouds
420,Casa Grande,US,4/12/2022 3:22,32.8795,-111.7573,23.99,26,0,8.75,clear sky
421,Canutama,BR,4/12/2022 3:22,-6.5339,-64.3831,22.9,98,100,0.46,overcast clouds
422,Bakchar,RU,4/12/2022 3:22,57.0186,82.0711,1.7,74,12,0.85,few clouds
423,Kapit,MY,4/12/2022 3:22,2.0167,112.9333,30.91,62,78,1.15,broken clouds
424,Vila Franca do Campo,PT,4/12/2022 3:22,37.7167,-25.4333,16.23,96,91,3.57,overcast clouds
425,Isangel,VU,4/12/2022 3:22,-19.55,169.2667,31.06,74,75,4.12,broken clouds
426,Yumen,CN,4/12/2022 3:22,40.2833,97.2,8.39,12,3,4.3,clear sky
427,Illapel,CL,4/12/2022 3:22,-31.6308,-71.1653,14.54,72,3,0.73,clear sky
428,Porto-Novo,BJ,4/12/2022 3:22,6.4965,2.6036,27.9,87,39,3.21,scattered clouds
429,Lazarev,RU,4/12/2022 3:22,52.225,141.5131,-0.89,91,100,7.86,light snow
430,Luganville,VU,4/12/2022 3:22,-15.5333,167.1667,29.05,71,30,1.88,scattered clouds
431,Coolum Beach,AU,4/12/2022 3:22,-26.5333,153.1,26.65,70,8,4.7,clear sky
432,Payo,ID,4/12/2022 3:22,-3.7508,103.6372,30.61,60,46,0.77,scattered clouds
433,Binga,ZW,4/12/2022 3:22,-17.6203,27.3414,20.91,77,99,0.95,overcast clouds
434,Werda,BW,4/12/2022 3:22,-25.2667,23.2833,16.05,89,0,3.23,clear sky
435,Kieta,PG,4/12/2022 3:22,-6.2167,155.6333,29.3,69,92,2.39,light rain
436,Province of Trapani,IT,4/12/2022 3:19,37.8333,12.6667,9.05,81,0,2.57,clear sky
437,Port Macquarie,AU,4/12/2022 3:22,-31.4333,152.9167,22.72,69,45,5.78,scattered clouds
438,Parabel',RU,4/12/2022 3:22,58.6978,81.4825,0.14,91,74,2.25,broken clouds
439,Denizli Province,TR,4/12/2022 3:22,37.8402,29.0698,4.4,88,58,1.72,broken clouds
440,Ketchikan,US,4/12/2022 3:19,55.3422,-131.6461,2.26,69,75,3.6,light rain
441,Mitsamiouli,KM,4/12/2022 3:22,-11.3847,43.2844,26.16,83,40,3.6,scattered clouds
442,Caldwell,US,4/12/2022 3:22,43.6629,-116.6874,3.56,49,75,6.69,broken clouds
443,Kaeo,NZ,4/12/2022 3:22,-35.1,173.7833,17.96,93,100,7.58,light rain
444,Evensk,RU,4/12/2022 3:22,61.95,159.2333,-6.46,61,6,4.63,clear sky
445,Mersing,MY,4/12/2022 3:22,2.4312,103.8405,30.95,70,40,1.54,scattered clouds
446,Anju,KP,4/12/2022 3:22,39.6178,125.6647,12.58,89,100,1.66,light rain
447,San Jose,US,4/12/2022 3:18,37.3394,-121.895,8.89,55,20,7.2,few clouds
448,Abnūb,EG,4/12/2022 3:22,27.2696,31.1511,14.97,56,0,6.76,clear sky
449,Guangzhou,CN,4/12/2022 3:22,23.1167,113.25,29.97,47,1,2.93,clear sky
450,Baykit,RU,4/12/2022 3:22,61.67,96.37,-3.36,74,19,1.63,few clouds
451,Fort-Shevchenko,KZ,4/12/2022 3:22,44.5086,50.263,14.13,62,0,6.87,clear sky
452,Nemuro,JP,4/12/2022 3:22,43.3236,145.575,7.12,79,29,6.54,scattered clouds
453,Purranque,CL,4/12/2022 3:22,-40.9167,-73.1667,7.38,95,61,2.14,broken clouds
454,Tinyahuarco,PE,4/12/2022 3:23,-10.75,-76.3,5.09,93,99,1.36,overcast clouds
455,Dawson Creek,CA,4/12/2022 3:23,55.7666,-120.2362,-8.2,62,75,5.66,broken clouds
456,Zhangye,CN,4/12/2022 3:23,38.9342,100.4517,10.21,24,100,3.03,overcast clouds
457,Sistranda,NO,4/12/2022 3:22,63.7256,8.834,3.98,76,100,8.42,overcast clouds
458,Shalinskoye,RU,4/12/2022 3:23,55.7228,93.7594,-2.06,86,100,3.43,light snow
459,Isetskoye,RU,4/12/2022 3:23,56.4858,65.3226,1.2,85,100,3.84,overcast clouds
460,Faya,SA,4/12/2022 3:23,18.3851,42.4509,16.29,50,0,1.65,clear sky
461,Saint-Augustin,CA,4/12/2022 3:23,51.226,-58.6502,-0.26,78,31,6.34,scattered clouds
462,São Sebastião,BR,4/12/2022 3:23,-23.76,-45.4097,23.57,92,83,3.69,broken clouds
463,Chabahar,IR,4/12/2022 3:23,25.2919,60.643,26.69,72,0,3.91,clear sky
