City_ID,City,Country,Date,Latitude,Longitude,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
464,Korla,CN,4/12/2022 3:23,41.7597,86.1469,17.21,21,100,3.43,overcast clouds
465,Kiryat Gat,IL,4/12/2022 3:23,31.61,34.7642,11.94,100,14,2.82,few clouds
466,Sri Aman,MY,4/12/2022 3:23,1.2376,111.4621,31.03,70,40,0.51,scattered clouds
467,Rockhampton,AU,4/12/2022 3:23,-23.3833,150.5,30.94,42,0,4.63,clear sky
468,Simao,CN,4/12/2022 3:23,22.7886,100.9748,25.93,36,17,3.6,few clouds
469,Bandarbeyla,SO,4/12/2022 3:23,9.4942,50.8122,25.83,87,12,2.66,few clouds
470,La Orilla,MX,4/12/2022 3:23,17.9833,-102.2333,23.98,86,48,1.41,scattered clouds
471,Zhezkazgan,KZ,4/12/2022 3:23,47.8043,67.7144,7.99,53,40,7,light rain
472,Aksu,CN,4/12/2022 3:23,41.1231,80.2644,18.72,24,82,5.13,broken clouds
473,North Bend,US,4/12/2022 3:23,43.4065,-124.2243,6.66,86,100,6.69,overcast clouds
474,Nevers,FR,4/12/2022 3:23,46.9896,3.159,10.86,55,100,3.63,overcast clouds
475,Turinsk,RU,4/12/2022 3:23,58.0458,63.696,2.54,77,5,2.95,clear sky
476,Pundaguitan,PH,4/12/2022 3:23,6.3711,126.1689,28.78,73,93,6.07,overcast clouds
477,Antofagasta,CL,4/12/2022 3:23,-23.65,-70.4,15.6,83,46,2.43,scattered clouds
478,Balabac,PH,4/12/2022 3:23,7.9868,117.0645,28.6,74,100,5.74,overcast clouds
479,Severnyy,RU,4/12/2022 3:23,50.677,36.5532,6.02,100,100,1,mist
480,Peterhead,GB,4/12/2022 3:23,57.5058,-1.7981,5.93,86,100,10.4,overcast clouds
481,Lowestoft,GB,4/12/2022 3:23,52.4752,1.7516,8.74,88,100,5.2,overcast clouds
482,Takoradze,GH,4/12/2022 3:23,4.8845,-1.7554,26.76,87,100,3.3,overcast clouds
483,Semey,KZ,4/12/2022 3:23,50.4111,80.2275,5.12,52,0,1,clear sky
484,Moctezuma,MX,4/12/2022 3:23,29.8,-109.6667,20.48,40,0,5.19,clear sky
485,Ajdabiya,LY,4/12/2022 3:23,30.7554,20.2263,11.63,66,30,3.85,scattered clouds
486,Mgachi,RU,4/12/2022 3:23,51.05,142.2667,2.67,81,100,2.1,moderate rain
487,Atar,MR,4/12/2022 3:23,20.5169,-13.0499,25,16,96,3.55,overcast clouds
488,Aripuanã,BR,4/12/2022 3:23,-9.1667,-60.6333,22.87,98,100,0.21,overcast clouds
489,Sioux Lookout,CA,4/12/2022 3:23,50.1001,-91.917,2.04,55,75,3.09,broken clouds
490,Kayerkan,RU,4/12/2022 3:23,69.3497,87.7602,-8.04,67,100,3.9,overcast clouds
491,Bandar-e Anzali,IR,4/12/2022 3:23,37.4727,49.4622,12.06,68,4,2.01,clear sky
492,Solnechnyy,RU,4/12/2022 3:23,50.7214,136.6319,-1.3,81,100,3.84,overcast clouds
493,Broni,IT,4/12/2022 3:23,45.0655,9.2623,7.43,73,100,1.13,overcast clouds
494,Grand-Lahou,CI,4/12/2022 3:23,5.1367,-5.0242,26.04,90,100,4.04,overcast clouds
495,Sioux City,US,4/12/2022 3:21,42.5,-96.4003,10.51,26,0,4.02,clear sky
496,Sakakah,SA,4/12/2022 3:23,29.9697,40.2064,19.76,27,57,3.89,broken clouds
497,Gōtsuchō,JP,4/12/2022 3:23,35,132.2167,18.27,81,81,1.35,broken clouds
498,Pitsunda,GE,4/12/2022 3:23,43.1592,40.3378,10.1,98,100,5.67,light rain
499,Esso,RU,4/12/2022 3:23,55.9333,158.7,-1.7,77,100,1.42,overcast clouds
500,Luanda,AO,4/12/2022 3:19,-8.8368,13.2343,24.82,86,100,2.93,light rain
501,Greymouth,NZ,4/12/2022 3:23,-42.4667,171.2,15.32,81,82,5.62,broken clouds
502,Obigarm,TJ,4/12/2022 3:23,38.7173,69.7088,15.45,69,55,1.97,broken clouds
503,Adré,TD,4/12/2022 3:23,13.4667,22.2,24.32,11,25,3.73,scattered clouds
504,Goderich,CA,4/12/2022 3:22,43.7501,-81.7165,9.17,61,100,2.57,overcast clouds
505,Miandrivazo,MG,4/12/2022 3:23,-19.5167,45.4667,22.98,64,46,1.74,scattered clouds
506,Kysyl-Syr,RU,4/12/2022 3:23,63.8986,122.7617,-4.51,89,100,1.19,overcast clouds
507,Coahuayana Viejo,MX,4/12/2022 3:23,18.7333,-103.6833,22.8,82,100,0.5,overcast clouds
508,Okato,NZ,4/12/2022 3:23,-39.2,173.8833,19.24,80,100,3.79,light rain
509,Popondetta,PG,4/12/2022 3:23,-8.7537,148.2534,33.33,47,33,2.6,scattered clouds
510,Doha,QA,4/12/2022 3:23,25.2867,51.5333,23.97,46,9,0,clear sky
511,Mount Isa,AU,4/12/2022 3:23,-20.7333,139.5,35.87,21,83,5.66,broken clouds
512,Longyearbyen,SJ,4/12/2022 3:23,78.2186,15.6401,-15.09,72,0,3.09,clear sky
513,Nipawin,CA,4/12/2022 3:23,53.3668,-104.0009,-6.98,73,100,6.17,overcast clouds
514,Boende,CD,4/12/2022 3:23,-0.2167,20.8667,20.44,94,71,0.47,broken clouds
515,Harindānga,IN,4/12/2022 3:23,22.0383,88.3214,30.47,64,69,7.89,broken clouds
516,Quelimane,MZ,4/12/2022 3:23,-17.8786,36.8883,24.97,100,100,1.54,fog
517,Chirongui,YT,4/12/2022 3:23,-12.9319,45.1483,24.96,73,87,6.3,overcast clouds
518,Mogadishu,SO,4/12/2022 3:23,2.0371,45.3438,27.32,79,82,2.9,broken clouds
519,Hamilton,US,4/12/2022 3:23,39.1834,-84.5333,13.79,95,100,4.12,moderate rain
520,Betsiamites,CA,4/12/2022 3:23,48.9413,-68.646,2.05,96,100,1.97,overcast clouds
521,Guánica,PR,4/12/2022 3:23,17.9716,-66.908,23.94,81,62,1.97,broken clouds
522,Kyaikkami,MM,4/12/2022 3:23,16.08,97.5675,29.58,60,10,2.95,clear sky
523,Le Vauclin,MQ,4/12/2022 3:23,14.5452,-60.8388,25.03,78,0,3.09,clear sky
524,Port Blair,IN,4/12/2022 3:23,11.6667,92.75,30.02,74,20,2.57,few clouds
525,Ankazoabo,MG,4/12/2022 3:23,-22.2833,44.5167,19.49,70,100,1.8,overcast clouds
526,Beloha,MG,4/12/2022 3:23,-25.1667,45.05,21.83,85,100,6.01,overcast clouds
527,Ponta Delgada,PT,4/12/2022 3:23,37.7333,-25.6667,16.4,94,75,5.66,light intensity drizzle
528,Leh,IN,4/12/2022 3:23,34.1667,77.5833,3.42,53,100,0.39,overcast clouds
529,Peniche,PT,4/12/2022 3:23,39.3558,-9.3811,12.9,93,64,5.13,broken clouds
530,São Filipe,CV,4/12/2022 3:23,14.8961,-24.4956,21.16,73,100,3.12,overcast clouds
531,Prince Rupert,CA,4/12/2022 3:23,54.3161,-130.3201,4.05,81,0,5.66,clear sky
532,Sal Rei,CV,4/12/2022 3:23,16.1833,-22.9167,20.33,80,99,8.04,overcast clouds
533,Opuwo,NA,4/12/2022 3:21,-18.0607,13.84,19.33,77,100,0.89,overcast clouds
534,Narsaq,GL,4/12/2022 3:23,60.9167,-46.05,3.12,51,47,5.73,scattered clouds
535,Biloela,AU,4/12/2022 3:23,-24.4167,150.5,31.52,29,0,4.86,clear sky
536,La Tuque,CA,4/12/2022 3:23,47.4334,-72.7824,6.14,56,100,2.06,overcast clouds
537,Middle Island,US,4/12/2022 3:23,40.8843,-72.9373,8.5,75,0,5.66,clear sky
538,Karoi,ZW,4/12/2022 3:23,-16.8099,29.6925,15.39,97,58,1.73,broken clouds
539,Hibbing,US,4/12/2022 3:23,47.4272,-92.9377,-1.27,53,0,0,clear sky
540,Bubaque,GW,4/12/2022 3:23,11.2833,-15.8333,23.55,76,11,5.68,few clouds
541,Ballina,AU,4/12/2022 3:23,-28.8667,153.5667,25.85,70,40,7.2,scattered clouds
542,Waddān,LY,4/12/2022 3:23,29.1614,16.139,13.21,56,1,5.59,clear sky
543,Kabare,CD,4/12/2022 3:23,-2.4683,28.8242,15.47,92,100,0.7,overcast clouds
544,Mopti,ML,4/12/2022 3:23,14.6667,-4,32.02,19,96,2.06,overcast clouds
545,Naberera,TZ,4/12/2022 3:23,-4.2,36.9333,16.67,91,91,3.49,light rain
546,Bantry,IE,4/12/2022 3:23,51.6833,-9.45,10.99,97,95,2.84,overcast clouds
547,Hirara,JP,4/12/2022 3:23,24.8,125.2833,26.15,73,40,5.14,scattered clouds
548,Oodweyne,SO,4/12/2022 3:23,9.4092,45.064,20.68,47,70,3.14,broken clouds
549,Imeni Poliny Osipenko,RU,4/12/2022 3:23,52.4201,136.4853,-0.92,93,100,5.05,overcast clouds
550,Ōmamachō-ōmama,JP,4/12/2022 3:23,36.4333,139.2833,26.36,38,0,2.35,clear sky
551,Garoowe,SO,4/12/2022 3:23,8.4054,48.4845,22.32,89,7,2.27,clear sky
552,Shāmgarh,IN,4/12/2022 3:23,24.1833,75.6333,31.33,18,100,4.61,overcast clouds
553,Krasnosel'kup,RU,4/12/2022 3:23,65.7,82.4667,0.78,100,100,3.46,overcast clouds
554,Danville,US,4/12/2022 3:23,36.586,-79.395,21.23,32,75,2.06,broken clouds
555,Pedasí,PA,4/12/2022 3:23,7.5333,-80.0333,23.93,78,55,8.94,broken clouds
556,Toktogul,KG,4/12/2022 3:23,41.8708,72.9402,18.21,53,100,1.09,light rain
557,Krasnyy Yar,RU,4/12/2022 3:23,46.5331,48.3456,9.98,66,0,5.17,clear sky
558,North Platte,US,4/12/2022 3:23,41.1239,-100.7654,12.49,31,0,9.83,clear sky
559,São João da Barra,BR,4/12/2022 3:23,-21.6403,-41.0511,24.45,84,16,3.38,few clouds
560,Santa Inês,BR,4/12/2022 3:23,-3.6667,-45.38,23.22,98,100,1.4,overcast clouds
561,Sitka,US,4/12/2022 3:22,57.0531,-135.33,0.94,27,40,5.14,scattered clouds
562,Embonas,GR,4/12/2022 3:23,36.2269,27.8564,9.07,60,0,7.08,clear sky
563,Pemba,MZ,4/12/2022 3:23,-12.974,40.5178,26.19,81,25,4.72,scattered clouds
564,Sobolevo,RU,4/12/2022 3:23,54.4299,31.8996,2.47,76,100,3.93,overcast clouds
565,Mingguang,CN,4/12/2022 3:23,32.7802,117.9638,28.32,47,30,5.24,scattered clouds
566,Bāndarban,BD,4/12/2022 3:23,22.1965,92.2262,30.84,48,1,1.82,clear sky
567,Tual,ID,4/12/2022 3:23,-5.6667,132.75,28.48,72,98,1.57,overcast clouds
568,Bhawānipatna,IN,4/12/2022 3:23,19.9,83.1667,34.65,30,95,2.01,overcast clouds
569,Sergeevka,KZ,4/12/2022 3:23,53.88,67.4158,5.18,54,98,6.61,overcast clouds
570,Phan Thiet,VN,4/12/2022 3:20,10.9333,108.1,29.99,59,61,2.29,broken clouds
571,Turaif,SA,4/12/2022 3:23,31.6725,38.6637,9.14,93,0,7.72,clear sky
572,Arman',RU,4/12/2022 3:23,59.7,150.1667,-3.32,58,0,1.62,clear sky
573,Taoudenni,ML,4/12/2022 3:23,22.6783,-3.9836,26.28,6,100,3.27,overcast clouds
574,Manta,EC,4/12/2022 3:19,-0.95,-80.7333,24.88,88,75,3.6,broken clouds
575,Sola,VU,4/12/2022 3:23,-13.8833,167.55,28,69,10,2.48,clear sky
576,Lumeje,AO,4/12/2022 3:23,-11.55,20.7833,18.21,90,47,2.46,scattered clouds
577,Marystown,CA,4/12/2022 3:23,47.1666,-55.1483,3.25,100,98,5.36,overcast clouds
578,Krasnyy Chikoy,RU,4/12/2022 3:23,50.3643,108.7512,1.95,59,100,1.37,overcast clouds
579,Olafsvik,IS,4/12/2022 3:23,64.8945,-23.7142,0.84,79,75,10.34,broken clouds
580,Vanimo,PG,4/12/2022 3:23,-2.6741,141.3028,30.95,62,53,4.31,heavy intensity rain
581,Ratanpur,IN,4/12/2022 3:23,22.3,82.1667,35.51,18,10,2.3,clear sky
582,La Sarre,CA,4/12/2022 3:23,48.8002,-79.1996,3.77,86,95,6.35,overcast clouds
583,Denia,ES,4/12/2022 3:23,38.8408,0.1057,13.88,91,85,4.47,overcast clouds
584,Tambun,ID,4/12/2022 3:23,-6.2641,107.0712,31.49,67,75,0.64,broken clouds
585,Alihe,CN,4/12/2022 3:23,50.5667,123.7167,3.77,35,64,4.02,broken clouds
586,Port Hawkesbury,CA,4/12/2022 3:23,45.6169,-61.3485,1.31,87,0,4.12,clear sky
587,Betong,TH,4/12/2022 3:23,5.7743,101.0723,30.12,62,33,0.49,scattered clouds
588,Kitimat,CA,4/12/2022 3:23,54.0524,-128.6534,6.06,44,98,0.45,overcast clouds
589,Parnamirim,BR,4/12/2022 3:23,-5.9156,-35.2628,24.94,88,20,1.54,light rain
590,Billings Metropolitan Area,US,4/12/2022 3:22,45.7833,-108.5007,2.71,70,100,10.29,light snow
591,Loreto,MX,4/12/2022 3:23,22.2667,-101.9667,21.16,26,89,4.63,overcast clouds
592,Mamontovo,RU,4/12/2022 3:23,52.7055,81.6244,4.44,37,1,7.2,clear sky
593,Baruun-Urt,MN,4/12/2022 3:23,46.6806,113.2792,4,29,100,0.49,overcast clouds
594,Mazatlán,MX,4/12/2022 3:21,23.2167,-106.4167,22.73,86,0,2.06,clear sky
595,Bagotville,AU,4/12/2022 3:23,-28.9833,153.4167,25.64,76,64,6.38,broken clouds
596,Pandan,PH,4/12/2022 3:23,14.0453,124.1694,27.01,86,100,5.1,overcast clouds
597,Jorochito,BO,4/12/2022 3:23,-18.05,-63.4333,22.45,92,83,2.49,broken clouds
598,Fukuechō,JP,4/12/2022 3:23,32.6881,128.8419,23.2,83,75,3.09,broken clouds
599,Teya,RU,4/12/2022 3:23,60.3778,92.6267,-2.86,85,99,0.61,overcast clouds
600,Karratha,AU,4/12/2022 3:23,-20.7377,116.8463,32.23,22,0,0.81,clear sky
601,San Julián,MX,4/12/2022 3:23,21.0167,-102.1667,18.75,26,22,2.75,few clouds
602,Rønne,DK,4/12/2022 3:23,55.1009,14.7066,-0.05,86,14,2.06,few clouds
603,Qasigiannguit,GL,4/12/2022 3:23,68.8193,-51.1922,-3.86,84,100,1.7,overcast clouds
604,Pauini,BR,4/12/2022 3:23,-7.7136,-66.9764,22.93,99,100,0.67,overcast clouds
605,Nantucket,US,4/12/2022 3:23,41.2835,-70.0995,6.5,82,0,5.14,clear sky
606,Tyukhtet,RU,4/12/2022 3:23,56.5389,89.3011,-1.23,87,100,2.84,overcast clouds
607,Kashmor,PK,4/12/2022 3:23,28.4333,69.5833,28.46,41,0,2.69,clear sky
608,Pangody,RU,4/12/2022 3:23,65.85,74.4859,1.25,100,100,4.57,overcast clouds
609,Bétérou,BJ,4/12/2022 3:23,9.1992,2.2586,25.84,79,96,3.22,overcast clouds
610,Boulder City,US,4/12/2022 3:23,35.9786,-114.8325,18.3,27,75,10.8,broken clouds
611,Marsh Harbour,BS,4/12/2022 3:23,26.5412,-77.0636,21.7,62,0,8.15,clear sky
612,Villamontes,BO,4/12/2022 3:23,-21.25,-63.5,22.27,96,55,2.02,broken clouds
613,Kutulik,RU,4/12/2022 3:23,53.3508,102.7839,-0.41,46,100,3.92,overcast clouds
614,Chapais,CA,4/12/2022 3:23,49.7834,-74.8492,4.88,94,100,4.66,overcast clouds
615,Aswān,EG,4/12/2022 3:23,24.0934,32.907,23.87,21,1,6.61,clear sky
616,Znamenskoye,RU,4/12/2022 3:23,57.1281,73.8282,2.45,74,5,2.04,clear sky
617,Glens Falls,US,4/12/2022 3:20,43.3095,-73.644,9.34,61,100,0.45,overcast clouds
618,Abu Samrah,SY,4/12/2022 3:23,35.3029,37.1841,11.6,69,56,10.91,broken clouds
619,Chudniv,UA,4/12/2022 3:23,50.052,28.1175,-0.01,82,20,4.48,few clouds
620,Goma,CD,4/12/2022 3:23,-1.6792,29.2228,16.76,83,100,1.06,overcast clouds
621,Ushtobe,KZ,4/12/2022 3:23,45.2514,77.9838,15.15,35,100,5.35,overcast clouds
622,Srinagar,IN,4/12/2022 3:23,34.0833,74.8167,17.71,35,100,0.67,overcast clouds
623,Kuching,MY,4/12/2022 3:23,1.55,110.3333,29.12,79,40,1.03,scattered clouds
624,Tyret’ Pervaya,RU,4/12/2022 3:23,53.6703,102.3106,-0.37,47,100,3.78,overcast clouds
625,Saint Anthony,US,4/12/2022 3:23,45.0205,-93.218,7.09,57,0,2.06,clear sky
626,Teplodar,UA,4/12/2022 3:23,46.5059,30.3252,4.48,57,87,9.1,overcast clouds
627,Pontianak,ID,4/12/2022 3:23,-0.0333,109.3333,29.99,70,75,1.54,broken clouds
628,Gizo Government Station,SB,4/12/2022 3:23,-8.103,156.8419,28.93,70,86,1.57,overcast clouds
629,Winnemucca,US,4/12/2022 3:23,40.973,-117.7357,-2.97,80,20,3.09,light snow
630,Fatehābād,IN,4/12/2022 3:24,29.5167,75.45,32.77,12,100,4.4,overcast clouds
631,Shingū,JP,4/12/2022 3:24,33.7333,135.9833,21.17,66,6,2.58,clear sky
632,Fort Nelson,CA,4/12/2022 3:24,58.8053,-122.7002,-9.23,48,40,3.09,scattered clouds
633,Xining,CN,4/12/2022 3:24,36.6167,101.7667,9.44,27,36,2.98,scattered clouds
634,Tevaitoa,PF,4/12/2022 3:24,-16.7833,-151.5,28.07,72,18,6.16,light rain
635,Pisco,PE,4/12/2022 3:24,-13.7,-76.2167,18.03,82,0,6.17,clear sky
636,Turukhansk,RU,4/12/2022 3:24,65.8167,87.9833,-4.58,84,97,4.18,overcast clouds
637,Jalu,LY,4/12/2022 3:24,29.0331,21.5482,13.67,48,0,4.35,clear sky
638,Quechultenango,MX,4/12/2022 3:24,17.4167,-99.2167,22.53,69,13,2.14,few clouds
639,Halifax,CA,4/12/2022 3:24,44.6453,-63.5724,4.16,78,25,2.02,scattered clouds
640,Kailua,US,4/12/2022 3:24,21.4022,-157.7394,24.42,80,75,6.17,light rain
641,Asilah,MA,4/12/2022 3:24,35.465,-6.0348,15.98,86,26,4.16,scattered clouds
642,Bonavista,CA,4/12/2022 3:24,48.6499,-53.1147,-0.17,96,100,17.3,snow
643,Troitsko-Pechorsk,RU,4/12/2022 3:24,62.7084,56.1964,2.72,99,100,3.22,overcast clouds
644,Boké,GN,4/12/2022 3:24,10.9409,-14.2967,21.03,88,74,1.64,broken clouds
645,Coyhaique,CL,4/12/2022 3:24,-45.5752,-72.0662,3.97,87,0,2.06,clear sky
646,Belmonte,BR,4/12/2022 3:24,-15.8631,-38.8828,25.6,75,81,1.32,broken clouds
647,Podyuga,RU,4/12/2022 3:24,61.095,40.8647,0.92,97,100,0.39,overcast clouds
648,Chicama,PE,4/12/2022 3:24,-7.8447,-79.1469,18.3,81,91,3.28,overcast clouds
649,Oranjemund,NA,4/12/2022 3:24,-28.55,16.4333,18.85,55,0,1.35,clear sky
650,Xai-Xai,MZ,4/12/2022 3:24,-25.0519,33.6442,21.53,94,24,2.18,few clouds
651,Neuquén,AR,4/12/2022 3:24,-38.9516,-68.0591,12.33,49,43,10.95,scattered clouds
652,Langenburg,DE,4/12/2022 3:24,49.2544,9.8458,3.29,75,98,3.09,overcast clouds
653,Uruçuí,BR,4/12/2022 3:24,-7.2294,-44.5561,24.02,92,11,1.29,few clouds
654,Inírida,CO,4/12/2022 3:24,3.8653,-67.9239,23.58,94,87,0.61,overcast clouds
655,Tibati,CM,4/12/2022 3:24,6.4667,12.6333,20.26,83,37,1.19,scattered clouds
656,Venezuela,VE,4/12/2022 3:24,8,-66,29.91,47,81,7.56,broken clouds
657,Broome,US,4/12/2022 3:24,42.2506,-75.833,9.34,79,100,3.6,overcast clouds
658,Šiauliai,LT,4/12/2022 3:24,55.9333,23.3167,-0.99,93,0,2.57,clear sky
659,Port Augusta,AU,4/12/2022 3:19,-32.5,137.7667,31.37,24,26,4.7,scattered clouds
660,Bāglung,NP,4/12/2022 3:24,28.2719,83.5898,24.2,50,100,1.9,overcast clouds
661,Wad Medani,SD,4/12/2022 3:24,14.4012,33.5199,28.37,49,15,5.86,few clouds
662,Haapiti,PF,4/12/2022 3:24,-17.5667,-149.8667,29.84,70,10,6.38,light rain
663,Tupiza,BO,4/12/2022 3:24,-21.45,-65.7167,12.95,16,0,3.58,clear sky
664,Ambilobe,MG,4/12/2022 3:24,-13.2,49.05,21.08,89,18,1.81,few clouds
665,Ranau,MY,4/12/2022 3:24,5.9538,116.6641,29.89,51,21,0.54,few clouds
666,Alta Floresta,BR,4/12/2022 3:24,-9.8756,-56.0861,22.22,93,2,1.21,clear sky
667,Liverpool,GB,4/12/2022 3:19,53.4106,-2.9779,8.92,79,100,4.12,overcast clouds
668,Waverley,ZA,4/12/2022 3:24,-25.7023,28.2591,12.13,100,5,0.51,clear sky
669,Taguatinga,BR,4/12/2022 3:24,-12.3857,-46.5711,25.37,53,48,0.9,scattered clouds
670,Marshfield,US,4/12/2022 3:20,44.6689,-90.1718,5.74,56,0,0,clear sky
671,Hay River,CA,4/12/2022 3:24,60.8156,-115.7999,-10.01,67,75,4.63,broken clouds
672,Igarka,RU,4/12/2022 3:24,67.4667,86.5833,-8.56,92,100,6.26,overcast clouds
673,Lovozero,RU,4/12/2022 3:24,68.005,35.0117,-3.61,90,29,3.37,scattered clouds
674,Almeirim,BR,4/12/2022 3:24,-1.5233,-52.5817,23.37,97,97,1.22,heavy intensity rain
675,Fallon,US,4/12/2022 3:24,39.4735,-118.7774,2.37,40,75,10.8,broken clouds
676,Kismayo,SO,4/12/2022 3:24,-0.3582,42.5454,27.39,83,94,4.73,overcast clouds
677,Abu Kamal,SY,4/12/2022 3:24,34.4506,40.9171,15.16,44,0,7.25,clear sky
678,Panzhihua,CN,4/12/2022 3:24,26.5851,101.7128,20.93,59,98,3.76,overcast clouds
679,La Ligua,CL,4/12/2022 3:24,-32.4524,-71.2311,13.18,75,4,1.05,clear sky
680,Rome,US,4/12/2022 3:24,43.2128,-75.4557,11.67,78,100,6.69,moderate rain
681,Nyurba,RU,4/12/2022 3:24,63.2842,118.3319,-2.87,88,100,1.74,overcast clouds
682,Gogrial,SS,4/12/2022 3:24,8.5332,28.1004,26.53,61,100,1.09,overcast clouds
683,Āstāneh-ye Ashrafīyeh,IR,4/12/2022 3:24,37.2596,49.9444,11.96,53,1,1.45,clear sky
684,El Tigre,VE,4/12/2022 3:24,8.8875,-64.2454,26.06,62,51,6.72,broken clouds
685,Bairiki Village,KI,4/12/2022 3:24,1.3292,172.9752,30,74,20,3.6,few clouds
686,Hong Gai,VN,4/12/2022 3:24,20.956,107.0946,24.95,67,20,2.5,few clouds
687,Turtas,RU,4/12/2022 3:24,58.9417,69.1325,2.67,75,0,2.48,clear sky
688,Galesong,ID,4/12/2022 3:24,-5.3166,119.3661,31.01,66,92,1.48,overcast clouds
689,Inongo,CD,4/12/2022 3:24,-1.95,18.2667,22.87,87,100,0.72,overcast clouds
690,Ust'-Barguzin,RU,4/12/2022 3:24,53.45,108.9833,-0.4,68,83,4.44,broken clouds
691,Uarini,BR,4/12/2022 3:24,-2.99,-65.1083,23.51,98,99,1.02,moderate rain
692,Miramar,US,4/12/2022 3:24,25.9873,-80.2323,22.73,63,40,7.72,scattered clouds
693,‘Āhuimanu,US,4/12/2022 3:24,21.4447,-157.8378,24.48,75,75,10.29,light rain
694,Naryan-Mar,RU,4/12/2022 3:24,67.6713,53.087,0.83,97,100,4.28,overcast clouds
695,Cocobeach,GA,4/12/2022 3:24,1.0002,9.5823,26.17,86,77,2.13,broken clouds
696,Kloulklubed,PW,4/12/2022 3:23,7.0419,134.2556,29.28,83,54,10.44,broken clouds
697,Camacha,PT,4/12/2022 3:24,33.0833,-16.3333,14.68,77,20,6.69,few clouds
